ID_Secteur;Secteur;Annee;Trimestre;Mois;Region;Nb_Creations;Evolution_Pct;Nb_Defaillances;Taux_Defaillance;Encours_Prets_MdsEUR;Croissance_Encours_Pct;Score_Risque;Col_Vide_1;Col_Vide_2;Col_Inutile
S06;Construction;2023;T4;11;Bretagne;8541;-14.0%;435;5.09%;20.93;1.3%;5.4;;;
S06;Construction;2023;T4;12;Bretagne;9616;-10.2%;477;4.96%;22.03;1.7%;3.8;;;
S06;Construction;2024;T1;1;PACA;8864;10.9%;397;4.48%;18.13;2.9%;4.2;;;
S06;Construction;2024;T1;2;PACA;7944;-7.7%;515;6.48%;21.12;3.7%;4.8;;;
S06;Construction;2024;T1;3;Île-de-France;6744;-12.3%;460;6.82%;20.99;8.0%;4.7;;;
S06;Construction;2024;T2;4;Hauts-de-France;7845;-11.8%;440;5.61%;18.8;1.8%;4.8;;;
S06;Construction;2024;T2;5;Bretagne;7202;5.7%;419;5.82%;18.87;6.6%;4.5;;;
S06;Construction;2024;T2;6;Centre-Val de Loire;8170;2.0%;448;5.48%;19.93;0.6%;5.2;;;
S06;Construction;2024;T3;7;Pays de la Loire;6962;-10.3%;410;5.89%;19.71;-0.9%;3.6;;;
S06;Construction;2024;T3;8;Normandie;9559;3.6%;420;4.39%;21.73;-1.5%;3.7;;;
S06;Construction;2024;T3;9;Auvergne-Rhône-Alpes;8291;8.0%;388;4.68%;18.77;-0.3%;4.2;;;
S06;Construction;2024;T4;10;Centre-Val de Loire;8549;-11.1%;500;5.85%;18.11;0.8%;3.8;;;
S06;Construction;2024;T4;11;Île-de-France;7990;3.7%;456;5.71%;18.38;-2.9%;4.9;;;
S06;Construction;2024;T4;12;Grand Est;7786;11.7%;376;4.83%;20.86;-5.2%;4.6;;;
S06;Construction;2025;T1;1;Nouvelle-Aquitaine;7424;3.5%;446;6.01%;23.2;5.7%;3.7;;;
S06;Construction;2025;T1;2;PACA;8399;0.9%;393;4.68%;19.71;-2.5%;4.7;;;
S06;Constructions;2025;T1;3;Auvergne-Rhône-Alpes;9186;8.0%;453;4.93%;22.04;3.8 %;4.4;;;
S06;Construction;2025;T2;4;Hauts-de-France;8699;3.0%;509;5.85%;23.4;1.7%;5.4;;;
S06;Construction;2025;T2;5;Bourgogne;9546;-5.3%;401;4.2%;21.77;-0.7%;4.6;;;
S06;CONSTRUCTION;2025;T2;6;Occitanie;8871;-3.1%;477;5.38%;24.98;2.3 %;4.5;;;
S06;construction;2025;T3;7;PACA;8543;5,7%;-200;4,76%;19.54;1,8 %;5.3;;;
S06;Constructions;2025;T3;8;Bourgogne;8410;-8,0%;-10;5,83%;18.91;-0,4 %;5.3;;;
S06;Construction;2025;T3;9;Île-de-France;9639;-12.1%;464;4.81%;19.81;5.3%;4.3;;;
S06;Construction;2025;T4;10;Centre-Val de Loire;9215;-2.0%;509;5.52%;18.92;4.8%;4.9;;;
S06;Construction;2025;T4;11;Bourgogne;8961;-13.4%;445;4.97%;20.79;1.9%;4.2;;;
S06;Construction;2025;T4;12;Occitanie;8343;-3.2%;433;5.19%;19.81;1.1%;4.0;;;
S07;Hébergement et restauration;2019;T1;1;Grand Est;3727;-0.7%;563;15.11%;7.87;-2.3%;5.0;;;
S07;Hébergement et restauration;2019;T1;2;Bourgogne;3449;1.8%;516;14.96%;8.03;-3.3%;5.4;;;
S07;Hébergement et restauration;2019;T1;3;Hauts-de-France;3616;-2.1%;552;15.27%;7.88;-4.4%;5.0;;;
S07;Hébergement et restauration;2019;T2;4;Bretagne;4058;-14.3%;482;11.88%;8.49;2.6%;6.2;;;
S07;hébergement et restauration;2019;T2;5;Bourgogne;4494;-8.0%;-10;12.28%;7.17;4.2 %;4.3;;;
S07;Hébergement et restauration;2019;T2;6;Occitanie;3586;-0.9%;487;13.58%;7.95;-3.0%;5.3;;;
S07;HÉBERGEMENT ET RESTAURATION;2019;T3;7;Occitanie;4554;5,9%;549;12,06%;7.45;6,7 %;5.3;;;
S07;Hébergement et restauration;2019;T3;8;Pays de la Loire;3268;4.6%;428;13.1%;7.47;-2.2%;5.9;;;
S07;Hébergement et restauration;2019;T3;9;Hauts-de-France;3672;11.5%;497;13.53%;8.55;1.1%;5.6;;;
S07;Hébergement et restauration;2019;T4;10;Normandie;3319;-9.0%;603;18.17%;7.74;4.0%;4.2;;;
S07;Hébergement et restauration;2019;T4;11;Normandie;4238;-14.4%;552;13.03%;7.46;-1.8%;6.2;;;
S07;HÉBERGEMENT ET RESTAURATION;2019;T4;12;Nouvelle-Aquitaine;3630;-3,4%;-200;16,78%;8.58;7,2 %;6.1;;;
S07;Hébergement et restauration;2020;T1;1;Occitanie;4273;11.2%;552;12.92%;7.79;2.0%;5.0;;;
S07;Hébergement et restauration;2020;T1;2;Occitanie;4080;-8.8%;452;11.08%;7.98;5.2%;6.0;;;
S07;Hébergement et restauration;2020;T1;3;PACA;4601;-2.1%;593;12.89%;8.34;3.2%;5.3;;;
S07;Hébergement et restauration;2020;T2;4;Grand Est;4657;-11.4%;485;10.41%;8.52;4.2%;5.8;;;
S07;HÉBERGEMENT ET RESTAURATION;2020;T2;5;PACA;4369;9,7%;543;12,43%;8.29;-3,9 %;4.6;;;
S07;Hébergement et restauration;2020;T2;6;Pays de la Loire;3348;-12.6%;569;17.0%;7.34;5.8%;5.1;;;
S07;Hébergement et restauration;2020;T3;7;Occitanie;4008;-10.9%;462;11.53%;7.18;4.7%;4.2;;;
S07;Hébergement et restauration;2020;T3;8;Centre-Val de Loire;4263;-8.9%;464;10.88%;7.41;7.4%;5.1;;;
S07;Hébergement et restauration;2020;T3;9;Hauts-de-France;3960;-7.6%;501;12.65%;7.19;4.3%;5.0;;;
S07;Hébergement et restauration;2020;T4;10;Bretagne;4122;1.1%;544;13.2%;8.24;-5.5%;4.4;;;
S07;Hébergement et restauration;2020;T4;11;Pays de la Loire;4724;0.6%;499;10.56%;8.29;1.8%;5.2;;;
S07;Hébergement et restauration;2020;T4;12;Île-de-France;3934;11.5%;568;14.44%;7.58;-3.7%;4.8;;;
S07;Hébergement et restauration;2021;T1;1;Bourgogne;4151;4.4%;443;10.67%;8.28;-3.5%;5.4;;;
S07;Hébergement et restauration;2021;T1;2;Auvergne-Rhône-Alpes;3866;-14.3%;510;13.19%;8.76;6.5%;6.0;;;
S07;HÉBERGEMENT ET RESTAURATION;2021;T1;3;Hauts-de-France;4771;8,9%;558;11,7%;7.6;-4,4 %;5.1;;;
S07;Hébergement et restauration;2021;T2;4;PACA;4512;12.4%;530;11.75%;8.38;-3.9%;6.0;;;
S07;Hébergement et restauration;2021;T2;5;Nouvelle-Aquitaine;3793;6,9%;602;15,87%;7.67;-3,5 %;6.0;;;
S07;Hébergement et restauration;2021;T2;6;Grand Est;4262;-14.8%;588;13.8%;7.83;2.2%;5.1;;;
S07;Hébergement et restauration;2021;T3;7;PACA;3433;11,5%;-50;13,89%;8.4;5,5 %;4.6;;;
S07;Hébergement et restauration;2021;T3;8;Pays de la Loire;4665;-6.0%;595;12.75%;7.47;-0.2%;4.5;;;
S07;hébergement et restauration;2021;T3;9;Île-de-France;4460;2,2%;529;11,86%;8.97;4,5 %;4.9;;;
S07;Hébergement et restauration;2021;T4;10;Occitanie;3492;-2.2%;527;15.09%;7.78;-4.1%;5.6;;;
S07;Hébergement et restauration;2021;T4;11;Auvergne-Rhône-Alpes;3704;-8.7%;437;11.8%;8.24;7.7%;5.3;;;
S07;Hébergement et restauration;2021;T4;12;Centre-Val de Loire;4810;14.6%;479;9.96%;8.39;-1.6%;5.3;;;
S07;Hébergement et restauration;2022;T1;1;Bourgogne;4234;0.6%;542;12.8%;8.14;-3.5%;5.4;;;
S07;Hébergement et restauration;2022;T1;2;Grand Est;3602;-1.1%;572;15.88%;8.59;-3.1%;5.4;;;
S07;Hébergement et restauration;2022;T1;3;Occitanie;4298;4.1%;429;9.98%;7.79;-2.1%;5.8;;;
S07;Hébergement et restaurations;2022;T2;4;PACA;4680;-11,6%;487;10,41%;8.25;2,0 %;6.2;;;
S07;Hébergement et restauration;2022;T2;5;Grand Est;4581;-0.6%;541;11.81%;9.25;1.5%;4.9;;;
S07;Hébergement et restauration;2022;T2;6;Hauts-de-France;4149;1.9%;551;13.28%;8.2;-5.7%;5.4;;;
S07;Hébergement et restauration;2022;T3;7;PACA;4159;14.1%;478;11.49%;7.83;7.8%;5.5;;;
S07;hébergement et restauration;2022;T3;8;Grand Est;4368;10.9%;564;12.91%;8.66;-1.6 %;4.2;;;
S07;Hébergement et restauration;2022;T3;9;Bretagne;3965;-5.9%;447;11.27%;9.17;4.9%;6.1;;;
S07;HÉBERGEMENT ET RESTAURATION;2022;T4;10;Hauts-de-France;4980;-10.4%;-50;9.82%;8.55;6.2 %;4.8;;;
S07;Hébergement et restauration;2022;T4;11;Auvergne-Rhône-Alpes;4569;0.7%;427;9.35%;9.09;3.6%;5.4;;;
S07;Hébergement et restauration;2022;T4;12;Nouvelle-Aquitaine;3772;8.0%;563;14.93%;7.81;4.6%;5.5;;;
S07;Hébergement et restauration;2023;T1;1;Île-de-France;3900;-5.4%;507;13.0%;7.7;-3.9%;4.7;;;
S07;Hébergement et restauration;2023;T1;2;Centre-Val de Loire;3792;1.3%;527;13.9%;8.29;7.2%;5.8;;;
S07;Hébergement et restauration;2023;T1;3;Auvergne-Rhône-Alpes;4342;-4.8%;508;11.7%;7.61;0.6%;5.6;;;
S07;Hébergement et restauration;2023;T2;4;Hauts-de-France;4023;6.1%;590;14.67%;8.45;3.7%;5.1;;;
S07;Hébergement et restauration;2023;T2;5;PACA;4876;5,1%;524;10,75%;9.78;4,6 %;5.1;;;
S07;Hébergement et restauration;2023;T2;6;Hauts-de-France;4803;-1.0%;469;9.76%;8.32;6.1%;5.4;;;
S07;Hébergement et restauration;2023;T3;7;Hauts-de-France;4739;8.7%;588;12.41%;8.74;-5.6%;5.1;;;
S07;Hébergement et restauration;2023;T3;8;Auvergne-Rhône-Alpes;4199;-4.5%;532;12.67%;8.97;-0.3%;5.6;;;
S07;Hébergement et restauration;2023;T3;9;Bretagne;4914;1.0%;500;10.18%;8.62;2.7%;5.3;;;
S07;Hébergement et restaurations;2023;T4;10;Nouvelle-Aquitaine;4782;2.7%;-10;11.92%;8.37;5.0 %;5.3;;;
S07;Hébergement et restauration;2023;T4;11;Centre-Val de Loire;4449;9.7%;459;10.32%;9.38;-5.0%;4.4;;;
S07;Hébergement et restauration;2023;T4;12;Pays de la Loire;4315;4.8%;443;10.27%;9.05;6.4%;6.0;;;
S07;Hébergement et restauration;2024;T1;1;Hauts-de-France;4933;-1.4%;480;9.73%;9.4;0.3%;4.6;;;
S07;HÉBERGEMENT ET RESTAURATION;2024;T1;2;Centre-Val de Loire;4989;12,6%;598;11,99%;9.64;6,8 %;6.2;;;
S07;Hébergement et restauration;2024;T1;3;Occitanie;4819;14.0%;427;8.86%;8.41;7.7%;4.4;;;
S07;HÉBERGEMENT ET RESTAURATION;2024;T2;4;Pays de la Loire;4641;-3.2%;485;10.45%;8.33;-0.7 %;5.3;;;
S07;Hébergement et restaurations;2024;T2;5;Pays de la Loire;4490;-2,5%;479;10,67%;9.99;-4,2 %;4.2;;;
S07;Hébergement et restaurations;2024;T2;6;Centre-Val de Loire;3722;9,2%;584;15,69%;9.07;3,7 %;6.1;;;
S07;Hébergement et restauration;2024;T3;7;Normandie;4211;-14.8%;518;12.3%;8.91;4.0%;4.7;;;
S07;Hébergement et restauration;2024;T3;8;Bourgogne;3517;-0.5%;494;14.05%;8.41;7.5%;4.3;;;
S07;Hébergement et restauration;2024;T3;9;Bretagne;5635;8.4%;512;9.09%;8.68;6.5%;4.3;;;
S07;Hébergement et restauration;2024;T4;10;Normandie;4882;5.5%;525;10.75%;9.22;2.6%;6.0;;;
S07;hébergement et restauration;2024;T4;11;Occitanie;4502;-0,9%;-200;12,46%;8.69;7,4 %;5.8;;;
S07;Hébergement et restauration;2024;T4;12;PACA;4670;4.7%;480;10.28%;9.39;-5.6%;5.2;;;
S07;Hébergement et restauration;2025;T1;1;PACA;4521;-11.0%;478;10.57%;10.35;-5.8%;4.4;;;
S07;Hébergement et restauration;2025;T1;2;Normandie;5086;-3.9%;459;9.02%;10.02;-2.7%;4.5;;;
S07;Hébergement et restauration;2025;T1;3;Grand Est;3837;-10.6%;597;15.56%;8.24;0.9%;6.2;;;
S07;Hébergement et restaurations;2025;T2;4;Auvergne-Rhône-Alpes;4797;-8,7%;561;11,69%;8.73;3,0 %;5.7;;;
S07;Hébergement et restauration;2025;T2;5;Normandie;5332;12.7%;469;8.8%;9.4;-0.5%;4.7;;;
S07;Hébergement et restauration;2025;T2;6;Normandie;4869;-1.5%;551;11.32%;9.1;3.6%;4.2;;;
S07;Hébergement et restauration;2025;T3;7;Pays de la Loire;4870;12.5%;584;11.99%;9.5;-2.3%;4.4;;;
S07;Hébergement et restauration;2025;T3;8;PACA;4876;-7.7%;549;11.26%;9.53;1.3%;5.6;;;
S07;Hébergement et restauration;2025;T3;9;Bourgogne;3496;-13.0%;502;14.36%;8.37;3.6%;4.9;;;
S07;Hébergement et restauration;2025;T4;10;Pays de la Loire;3641;-12.2%;598;16.42%;8.89;5.7 %;6.1;;;
S07;Hébergement et restauration;2025;T4;11;Occitanie;4564;12.0%;530;11.61%;9.31;6.5%;5.6;;;
S07;Hébergement et restauration;2025;T4;12;Hauts-de-France;4040;-1.4%;609;15.07%;9.86;3.7%;5.5;;;
S08;Information et communication;2019;T1;1;PACA;5631;-13.1%;89;1.58%;11.42;-2.4%;2.4;;;
S08;Information et communication;2019;T1;2;Nouvelle-Aquitaine;7121;3.3%;82;1.15%;10.5;-4.0%;2.3;;;
S08;Information et communication;2019;T1;3;Île-de-France;6154;-7.2%;78;1.27%;9.76;4.2%;2.3;;;
S08;Information et communications;2019;T2;4;Centre-Val de Loire;6584;13,0%;98;1,49%;10.16;3,8 %;2.4;;;
S08;information et communication;2019;T2;5;Bretagne;6700;8,6%;94;1,4%;9.33;7,4 %;2.4;;;
S08;Information et communication;2019;T2;6;Bretagne;6498;13.8%;79;1.22%;10.62;7.5%;1.7;;;
S08;Information et communication;2019;T3;7;Auvergne-Rhône-Alpes;5583;1.6%;108;1.93%;10.94;-1.8%;2.0;;;
S08;Information et communication;2019;T3;8;Centre-Val de Loire;5308;4.0%;101;1.9%;9.81;-3.3%;2.3;;;
S08;information et communication;2019;T3;9;Île-de-France;6853;4.3%;93;1.36%;11.54;5.4 %;2.5;;;
S08;Information et communication;2019;T4;10;PACA;5451;9.2%;99;1.82%;10.62;3.5%;2.4;;;
S08;Information et communication;2019;T4;11;Nouvelle-Aquitaine;5307;7.1%;93;1.75%;9.6;6.7%;2.2;;;
S08;Information et communication;2019;T4;12;Centre-Val de Loire;5551;-13.5%;87;1.57%;11.3;0.4 %;1.8;;;
S08;information et communication;2020;T1;1;Hauts-de-France;5746;9.1%;91;1.58%;11.51;7.8 %;2.2;;;
S08;Information et communication;2020;T1;2;Bourgogne;6969;2.8%;88;1.26%;10.01;-4.0%;2.0;;;
S08;Information et communication;2020;T1;3;PACA;5798;2,5%;-50;1,4%;11.46;2,9 %;2.0;;;
S08;Information et communication;2020;T2;4;PACA;6840;2.8%;86;1.26%;11.25;5.1%;2.1;;;
S08;Information et communication;2020;T2;5;Bretagne;6426;-2.6%;107;1.67%;11.07;-5.5%;1.8;;;
S08;Information et communication;2020;T2;6;Auvergne-Rhône-Alpes;7109;-6.0%;90;1.27%;10.96;-3.3%;2.5;;;
S08;Information et communication;2020;T3;7;Auvergne-Rhône-Alpes;7470;0.2%;92;1.23%;11.11;-3.1%;1.7;;;
S08;Information et communication;2020;T3;8;Occitanie;7429;-0.8%;82;1.1%;11.2;-5.4%;2.2;;;
S08;Information et communication;2020;T3;9;PACA;6637;11.7%;91;1.37%;9.98;-5.3%;2.1;;;
S08;Information et communication;2020;T4;10;Pays de la Loire;5511;11.9%;100;1.81%;11.03;-1.4%;1.8;;;
S08;Information et communication;2020;T4;11;Auvergne-Rhône-Alpes;5497;-8.2%;84;1.53%;10.64;-3.2%;2.4;;;
S08;information et communication;2020;T4;12;Bourgogne;7253;-10,7%;-50;1,48%;10.74;-0,6 %;1.8;;;
S08;Information et communication;2021;T1;1;Nouvelle-Aquitaine;6603;-6.6%;80;1.21%;10.88;-0.1%;2.3;;;
S08;Information et communication;2021;T1;2;Auvergne-Rhône-Alpes;7266;4.1%;97;1.33%;10.46;7.6%;2.4;;;
S08;Information et communication;2021;T1;3;Nouvelle-Aquitaine;7411;-8.5%;92;1.24%;11.08;-5.8%;2.0;;;
S08;Information et communication;2021;T2;4;Île-de-France;5907;12,8%;108;1,83%;12.05;6,6 %;2.0;;;
S08;Information et communication;2021;T2;5;Bourgogne;7254;5.9%;80;1.1%;11.1;-4.8%;2.3;;;
S08;Information et communication;2021;T2;6;Bourgogne;5814;-6.1%;98;1.69%;10.42;0.7%;1.9;;;
S08;Information et communication;2021;T3;7;Hauts-de-France;6778;14.3%;92;1.36%;10.38;3.8%;1.8;;;
S08;Information et communication;2021;T3;8;Occitanie;5453;3.8%;89;1.63%;11.68;1.4%;1.9;;;
S08;Information et communication;2021;T3;9;Normandie;6770;-8.8%;99;1.46%;11.48;-1.3%;2.5;;;
S08;Information et communication;2021;T4;10;Normandie;7516;-11.7%;89;1.18%;11.5;-0.9%;1.8;;;
S08;Information et communication;2021;T4;11;Centre-Val de Loire;7217;-10.8%;88;1.22%;11.27;3.1%;2.3;;;
S08;Information et communications;2021;T4;12;Île-de-France;7209;7,8%;87;1,21%;12.14;1,0 %;2.0;;;
S08;Information et communication;2022;T1;1;Pays de la Loire;5869;6.3%;99;1.69%;11.58;-1.9%;2.2;;;
S08;Information et communication;2022;T1;2;Occitanie;7990;-13.0%;106;1.33%;11.65;-4.9%;2.4;;;
S08;Information et communication;2022;T1;3;Île-de-France;5767;-11.6%;81;1.4%;10.34;-3.1%;2.5;;;
S08;information et communication;2022;T2;4;Auvergne-Rhône-Alpes;7099;-11.0%;88;1.24%;11.76;3.0 %;1.9;;;
S08;Information et communication;2022;T2;5;Occitanie;7021;-5.2%;96;1.37%;11.79;5.8%;2.1;;;
S08;Information et communication;2022;T2;6;PACA;6485;8.7%;84;1.3%;11.53;-2.0%;2.4;;;
S08;Information et communication;2022;T3;7;Bourgogne;5941;12.7%;100;1.68%;10.95;7.6%;2.4;;;
S08;Information et communication;2022;T3;8;Nouvelle-Aquitaine;6081;-11.5%;109;1.79%;11.91;0.2%;2.0;;;
S08;Information et communication;2022;T3;9;Île-de-France;6098;-4.7%;89;1.46%;11.17;-3.7%;1.9;;;
S08;Information et communication;2022;T4;10;Hauts-de-France;5911;-1.3%;87;1.47%;10.34;4.3%;2.5;;;
S08;Information et communication;2022;T4;11;Bourgogne;7583;14.1%;101;1.33%;12.42;3.3%;2.4;;;
S08;Information et communication;2022;T4;12;Grand Est;7177;6.9%;106;1.48%;10.61;1.7%;1.9;;;
S08;Information et communications;2023;T1;1;Occitanie;6395;-5.2%;97;1.52%;10.75;1.4 %;2.3;;;
S08;Information et communication;2023;T1;2;Pays de la Loire;8524;-3.2%;93;1.09%;12.66;1.2%;1.7;;;
S08;Information et communications;2023;T1;3;Normandie;7513;-3,9%;89;1,18%;10.86;-1,1 %;2.5;;;
S08;Information et communications;2023;T2;4;Auvergne-Rhône-Alpes;7519;14,1%;90;1,2%;12.45;-4,0 %;2.2;;;
S08;Information et communication;2023;T2;5;Occitanie;6563;13.0%;96;1.46%;11.55;-5.9%;2.2;;;
S08;Information et communication;2023;T2;6;Île-de-France;7510;7.7%;81;1.08%;11.13;-0.7%;2.1;;;
S08;Information et communication;2023;T3;7;Occitanie;7001;-0.2%;101;1.44%;10.91;5.1%;1.8;;;
S08;Information et communications;2023;T3;8;Nouvelle-Aquitaine;7134;4,6%;106;1,49%;12.04;0,9 %;2.3;;;
S08;Information et communication;2023;T3;9;Bourgogne;7190;2.4%;95;1.32%;12.07;2.8%;2.1;;;
S08;Information et communication;2023;T4;10;Bourgogne;7415;-14.5%;85;1.15%;11.83;-4.0 %;2.1;;;
S08;INFORMATION ET COMMUNICATION;2023;T4;11;Pays de la Loire;7888;-4.3%;86;1.09%;11.77;7.1 %;2.1;;;
S08;Information et communication;2023;T4;12;Centre-Val de Loire;8068;5.5%;86;1.07%;12.75;3.6%;1.8;;;
S08;INFORMATION ET COMMUNICATION;2024;T1;1;Nouvelle-Aquitaine;5908;-6.6%;102;1.73%;11.31;6.9 %;1.8;;;
S08;Information et communication;2024;T1;2;Grand Est;7681;13.6%;104;1.35%;12.76;3.8%;2.4;;;
S08;Information et communication;2024;T1;3;Centre-Val de Loire;7462;12.7%;92;1.23%;10.97;-0.9%;2.4;;;
S08;Information et communication;2024;T2;4;Bourgogne;6738;-5.9%;101;1.5%;11.96;-4.2%;2.3;;;
S08;Information et communication;2024;T2;5;Grand Est;5875;-12.6%;99;1.69%;12.14;-4.9 %;2.3;;;
S08;Information et communication;2024;T2;6;Auvergne-Rhône-Alpes;6040;-11.4%;85;1.41%;11.1;3.3%;2.3;;;
S08;Information et communication;2024;T3;7;Centre-Val de Loire;7807;-9.5%;88;1.13%;10.67;5.8%;2.5;;;
S08;Information et communication;2024;T3;8;Île-de-France;6795;6.9%;84;1.24%;11.71;-4.6%;2.2;;;
S08;Information et communication;2024;T3;9;Normandie;8566;-9.8%;101;1.18%;11.27;4.2%;2.5;;;
S08;Information et communication;2024;T4;10;Grand Est;7611;-9.4%;99;1.3%;11.14;5.7%;2.5;;;
S08;Information et communication;2024;T4;11;Bourgogne;5924;14.5%;81;1.37%;10.75;-4.1%;2.3;;;
S08;Information et communication;2024;T4;12;Bretagne;6280;-0.2%;89;1.42%;12.41;4.3%;2.3;;;
S08;Information et communication;2025;T1;1;Hauts-de-France;8447;-2,2%;105;1,24%;13.23;5,2 %;2.5;;;
S08;information et communication;2025;T1;2;PACA;7818;-11.4%;-200;1.15%;13.0;7.7 %;2.3;;;
S08;Information et communication;2025;T1;3;Pays de la Loire;7667;6.8%;86;1.12%;12.14;2.1%;1.9;;;
S08;Information et communication;2025;T2;4;Auvergne-Rhône-Alpes;7568;13.5%;109;1.44%;12.17;-3.9%;2.1;;;
S08;Information et communication;2025;T2;5;PACA;7659;-11.0%;80;1.04%;11.34;-5.0%;2.2;;;
S08;Information et communication;2025;T2;6;Bretagne;6633;3.7%;80;1.21%;11.76;4.5%;2.3;;;
S08;Information et communication;2025;T3;7;Île-de-France;7511;-7.2%;88;1.17%;13.73;1.7%;2.5;;;
S08;Information et communication;2025;T3;8;Pays de la Loire;6765;-1.5%;105;1.55%;13.13;-5.5%;1.8;;;
S08;Information et communication;2025;T3;9;Pays de la Loire;7595;-0.3%;81;1.07%;12.55;0.8%;1.8;;;
S08;Information et communication;2025;T4;10;Centre-Val de Loire;7502;-0.9%;95;1.27%;11.71;-5.2%;1.9;;;
S08;Information et communication;2025;T4;11;Hauts-de-France;7091;14.3%;87;1.23%;11.51;-5.4%;2.4;;;
S08;Information et communication;2025;T4;12;Île-de-France;8134;3.8%;89;1.09%;12.46;7.9%;2.0;;;
S09;Activités spécialisées et scientifiques;2019;T1;1;Île-de-France;14920;2.8%;95;0.64%;15.66;-1.7%;2.2;;;
S09;Activités spécialisées et scientifiques;2019;T1;2;Île-de-France;15097;-2.3%;83;0.55%;17.03;-5.7%;2.3;;;
S09;Activités spécialisées et scientifiques;2019;T1;3;Normandie;13557;2.2%;92;0.68%;15.7;3.5%;2.1;;;
S09;Activités spécialisées et scientifiques;2019;T2;4;Auvergne-Rhône-Alpes;12296;-6.0%;97;0.79%;15.85;2.9%;2.7;;;
S09;Activités spécialisées et scientifiques;2019;T2;5;Auvergne-Rhône-Alpes;12960;-13.6%;97;0.75%;16.62;-2.8%;2.5;;;
S09;Activités spécialisées et scientifiques;2019;T2;6;Auvergne-Rhône-Alpes;14441;-6.8%;85;0.59%;17.03;-0.0%;2.2;;;
S09;Activités spécialisées et scientifiques;2019;T3;7;Bretagne;15666;-2.0%;84;0.54%;16.09;-0.4%;2.4;;;
S09;Activités spécialisées et scientifiques;2019;T3;8;Bourgogne;15888;3.8%;83;0.52%;15.88;1.0%;2.4;;;
S09;Activités spécialisées et scientifiques;2019;T3;9;Île-de-France;14856;9.3%;93;0.63%;18.53;7.1%;2.5;;;
S09;Activités spécialisées et scientifiques;2019;T4;10;Auvergne-Rhône-Alpes;12357;-10.5%;88;0.71%;16.39;0.1%;2.1;;;
S09;activités spécialisées et scientifiques;2019;T4;11;PACA;12694;-6.4%;73;0.58%;17.36;-2.7 %;2.1;;;
S09;Activités spécialisées et scientifiques;2019;T4;12;Occitanie;13682;4.4%;69;0.5%;15.78;-4.1%;2.1;;;
S09;Activités spécialisées et scientifiques;2020;T1;1;Centre-Val de Loire;16266;13.9%;82;0.5%;15.82;6.0%;1.9;;;
S09;Activités spécialisées et scientifiques;2020;T1;2;PACA;16790;11.9%;88;0.52%;18.85;-0.4%;2.6;;;
S09;Activités spécialisées et scientifiques;2020;T1;3;Bretagne;14468;-11.4%;88;0.61%;17.78;4.9%;2.3;;;
S09;Activités spécialisées et scientifiques;2020;T2;4;Nouvelle-Aquitaine;12538;9.2%;78;0.62%;17.8;-0.5%;2.5;;;
S09;Activités spécialisées et scientifiques;2020;T2;5;Normandie;12459;-8.6%;76;0.61%;17.18;6.1%;1.9;;;
S09;Activités spécialisées et scientifiques;2020;T2;6;Hauts-de-France;13529;-2.3%;88;0.65%;19.12;6.3%;2.7;;;
S09;Activités spécialisées et scientifiques;2020;T3;7;Île-de-France;13487;4.4%;95;0.7%;15.87;4.4%;2.6;;;
S09;Activités spécialisées et scientifiques;2020;T3;8;Auvergne-Rhône-Alpes;13137;1.6%;77;0.59%;19.1;-0.9%;2.6;;;
S09;Activités spécialisées et scientifiques;2020;T3;9;Nouvelle-Aquitaine;14172;-14.8%;96;0.68%;19.0;6.9%;2.1;;;
S09;Activités spécialisées et scientifiques;2020;T4;10;Occitanie;12732;-1.8%;77;0.6%;18.59;3.0%;2.6;;;
S09;Activités spécialisées et scientifiques;2020;T4;11;Auvergne-Rhône-Alpes;16716;-0.9%;80;0.48%;18.69;4.0%;2.6;;;
S09;Activités spécialisées et scientifiques;2020;T4;12;Île-de-France;14499;-4.4%;86;0.59%;18.6;4.3%;2.3;;;
S09;ACTIVITÉS SPÉCIALISÉES ET SCIENTIFIQUES;2021;T1;1;Centre-Val de Loire;13310;-1.7%;87;0.65%;16.32;-3.2 %;2.1;;;
S09;Activités spécialisées et scientifiques;2021;T1;2;Bretagne;16943;7.9%;93;0.55%;19.04;5.1%;2.1;;;
S09;Activités spécialisées et scientifiques;2021;T1;3;Grand Est;12996;2.8%;78;0.6%;16.99;-4.8%;2.2;;;
S09;Activités spécialisées et scientifiques;2021;T2;4;Auvergne-Rhône-Alpes;17214;-8.3%;96;0.56%;19.89;3.1%;2.4;;;
S09;Activités spécialisées et scientifiques;2021;T2;5;Hauts-de-France;15772;-9.9%;80;0.51%;17.56;-2.4 %;1.9;;;
S09;Activités spécialisées et scientifiques;2021;T2;6;Occitanie;17066;-1.4%;88;0.52%;16.61;4.0%;2.0;;;
S09;Activités spécialisées et scientifiques;2021;T3;7;Grand Est;12953;10.7%;86;0.66%;19.81;-2.0 %;2.5;;;
S09;Activités spécialisées et scientifiques;2021;T3;8;PACA;15376;12.2%;79;0.51%;18.52;0.4%;1.8;;;
S09;ACTIVITÉS SPÉCIALISÉES ET SCIENTIFIQUES;2021;T3;9;Normandie;14626;-8,6%;79;0,54%;18.08;2,4 %;1.9;;;
S09;Activités spécialisées et scientifiques;2021;T4;10;Normandie;15372;5.1%;92;0.6%;18.67;5.3%;1.8;;;
